timestamp,user,role,ip,action,status,resource,hour,flow_duration,total_fwd_packets,total_bwd_packets,flow_bytes_per_s,fwd_packet_length_mean,bwd_packet_length_mean,flow_iat_mean,fwd_psh_flags,syn_flag_count,rst_flag_count,ack_flag_count,down_up_ratio,active_mean,idle_mean,flow_packets_per_s,attack_type
2026-05-03T03:18:09.787197,scanner_99,unknown,182.21.4.9,banner_grab,failed,home,5,189653.61,2,1,1404.24,93.36,64.27,10753.44,0,47,26,3,0.726,23167.57,51378.68,15.82,port_scan
2026-05-15T07:19:07.787197,scanner_99,unknown,103.24.21.10,service_detect,failed,home,9,241053.25,2,1,1607.32,107.36,65.98,10298.1,0,50,26,3,0.831,19870.73,59824.34,12.45,port_scan
2026-05-27T02:09:56.787197,pentest_agent,unknown,10.0.0.2,bulk_export,success,database,4,4681998.79,5,32,242944.58,428.88,1155.52,212491.65,1,1,1,27,12.162,279054.83,829488.14,7.9,data_exfiltration
2026-05-07T11:11:23.787197,alice,user,192.168.1.5,logout,success,products,13,2726169.75,8,6,2636.38,561.59,394.14,260686.88,0,1,0,8,1.297,156654.42,506074.87,5.14,normal
2026-04-28T13:03:28.787197,charlie,admin,192.168.1.5,api_call,failed,home,14,3027270.04,8,6,2210.79,496.17,429.89,267120.91,0,1,0,7,1.109,151222.85,542289.02,4.62,normal
2026-05-25T15:33:45.787197,pentest_agent,unknown,103.24.21.10,cookie_hijack,failed,database,17,2320800.61,15,16,4484.53,504.14,548.92,148830.79,1,1,0,20,1.123,202781.19,351017.48,13.36,session_hijacking
2026-05-16T20:43:12.787197,unknown_user,user,91.234.55.1,login_attempt,success,admin_panel,22,810426.14,210,59,8081.85,292.29,201.76,2782.96,1,6,3,91,1.567,38255.97,96947.6,331.92,brute_force
2026-05-06T00:21:37.787197,scanner_99,unknown,103.24.21.10,api_call,failed,api/data,2,712313.07,151,38,7149.54,276.41,183.82,2705.66,1,4,3,76,1.483,38329.52,82384.28,265.33,credential_stuffing
2026-05-20T13:57:57.787197,alice,user,10.0.0.3,logout,success,home,15,2470673.31,8,6,2537.0,473.26,423.51,289460.91,1,1,0,7,1.171,146229.18,504512.11,5.67,normal
2026-05-08T12:27:22.787197,hacker_xyz,unknown,91.234.55.1,form_submit,success,admin_panel,14,1451968.2,13,10,10109.41,1424.57,581.71,98834.8,3,2,1,16,1.745,192649.52,257074.68,15.84,sql_injection
2026-05-11T14:40:41.787197,charlie,admin,192.168.1.5,view_page,failed,about,16,2341801.02,9,6,2660.08,516.97,395.06,278830.48,0,1,0,8,1.413,158770.33,514677.76,6.41,normal
2026-05-25T03:53:09.787197,unknown_user,user,45.33.22.11,login_attempt,success,login_page,5,744788.36,222,52,7565.96,293.22,195.98,2852.34,2,6,3,100,1.68,48865.57,116056.21,367.89,brute_force
2026-05-21T14:46:14.787197,scanner_99,unknown,182.21.4.9,form_submit,failed,admin_panel,16,2008063.72,9,8,8091.18,1393.61,698.02,94383.31,4,2,1,9,1.579,210522.46,302457.25,8.47,command_injection
2026-05-05T11:12:58.787197,bob,user,192.168.1.5,logout,success,products,13,2523402.13,8,5,2633.75,508.98,394.29,244974.25,1,1,0,8,1.21,147195.01,452112.09,5.15,normal
2026-05-07T00:30:07.787197,scanner_99,unknown,182.21.4.9,escalate_privilege,failed,admin_panel,2,3478199.9,26,20,4274.63,637.54,841.42,118500.36,2,3,1,32,0.922,257034.68,335145.23,13.23,privilege_escalation
2026-05-22T11:11:53.787197,david,user,10.0.0.2,logout,success,user_settings,13,2276736.79,8,6,2547.37,453.49,412.69,324728.54,1,1,0,7,1.247,138509.88,510709.93,6.15,normal
2026-05-01T13:29:26.787197,david,user,192.168.1.6,download_file,success,about,15,2820397.3,9,6,2922.65,471.84,385.79,273504.12,0,1,0,8,1.161,155848.23,476119.72,5.32,normal
2026-05-27T17:13:53.787197,scanner_99,unknown,45.33.22.11,service_detect,failed,api/data,19,167703.49,2,1,1626.78,92.47,66.49,9083.28,0,42,25,3,0.755,17558.77,49223.43,17.89,port_scan
2026-05-16T16:14:01.787197,scanner_99,unknown,182.21.4.9,file_read,success,config,18,1005574.64,8,11,4365.17,754.79,1040.89,59284.86,2,2,2,16,2.12,161132.41,200025.04,18.89,directory_traversal
2026-05-20T14:33:49.787197,charlie,admin,10.0.0.3,login,success,about,16,2496170.73,8,5,2416.78,529.61,415.8,267687.5,1,1,0,9,1.294,163664.78,489419.68,5.21,normal
2026-05-13T21:42:29.787197,bot_001,impersonator,45.33.22.11,api_call,success,api/data,23,1469675.2,6,18,11440.43,822.73,1170.26,97414.53,2,3,1,21,4.208,164917.87,316896.64,16.33,ssrf
2026-05-27T01:34:58.787197,david,user,192.168.1.6,download_file,failed,database,3,6355411.85,6,33,171306.09,406.01,1074.96,249735.32,1,1,0,27,8.852,361095.46,881180.26,6.14,insider_threat
2026-05-25T23:06:12.787197,scanner_99,unknown,182.21.4.9,port_probe,403_forbidden,config,0,183774.38,2,1,1683.52,114.04,64.83,9399.93,0,52,27,3,0.681,21721.74,46480.55,16.32,port_scan
2026-05-09T11:46:24.787197,hacker_xyz,unknown,91.234.55.1,directory_listing,success,admin_panel,13,799389.1,9,12,4246.77,752.57,979.97,61959.94,2,2,2,13,1.989,161520.7,194046.41,26.27,directory_traversal
2026-05-15T00:10:22.787197,bob,user,103.24.21.10,token_replay,success,admin_panel,2,2266466.61,12,15,4515.76,483.07,499.16,135514.82,1,1,1,17,1.142,192620.46,336875.76,11.91,session_hijacking
2026-05-01T04:20:09.787197,scanner_99,unknown,182.21.4.9,sql_inject_attempt,failed,user_settings,6,1328266.32,16,8,9486.82,1346.67,632.73,98462.02,3,2,1,14,1.795,188823.26,302755.51,18.07,sql_injection
2026-05-20T07:42:03.787197,alice,user,10.0.0.3,login,failed,about,9,2417312.45,8,6,2730.14,508.26,433.43,283114.34,0,1,0,7,1.231,140030.49,447964.69,5.79,normal
2026-05-04T10:20:52.787197,bot_001,impersonator,182.21.4.9,credential_test,success,login_page,12,581430.06,134,35,6977.02,289.99,180.89,2357.15,1,3,2,92,1.485,35282.47,72219.32,290.66,credential_stuffing
2026-05-05T21:31:01.787197,pentest_agent,unknown,45.33.22.11,file_execute,success,api/data,23,3945653.93,8,27,107630.35,350.92,1467.41,196630.85,1,2,1,20,8.299,310889.46,649632.96,8.87,malware
2026-05-06T14:43:19.787197,david,user,10.0.0.3,login,success,home,16,2932511.99,8,7,2558.17,479.9,410.82,258266.95,1,1,0,9,1.193,147817.37,534052.83,5.12,normal
2026-05-13T23:03:45.787197,pentest_agent,unknown,182.21.4.9,path_traversal,failed,admin_panel,0,984995.75,8,12,4267.17,750.14,1086.46,57601.5,2,2,2,15,1.879,149499.89,207107.45,20.3,directory_traversal
2026-05-19T20:04:39.787197,bot_001,impersonator,182.21.4.9,service_detect,failed,home,21,187866.41,2,1,1323.06,93.74,63.16,8898.87,0,55,28,3,0.838,20456.0,44007.79,15.97,port_scan
2026-05-15T12:50:04.787197,david,user,192.168.1.5,login,success,user_settings,14,2684892.03,6,6,2596.89,490.76,397.32,263256.51,0,1,0,7,1.211,167741.84,502040.69,4.47,normal
2026-05-21T09:57:05.787197,pentest_agent,unknown,103.24.21.10,xss_payload,success,api/data,11,1228058.3,13,9,6585.56,1155.93,507.83,81977.78,3,2,1,11,1.491,169376.27,242756.16,17.91,xss
2026-05-17T14:22:23.787197,charlie,admin,192.168.1.5,download_file,success,products,16,2607820.09,9,5,2235.12,461.43,394.71,286730.93,0,1,0,9,1.196,136454.5,503630.8,5.37,normal
2026-05-20T05:52:03.787197,bot_001,impersonator,103.24.21.10,file_read,failed,backup,7,923020.83,7,12,4187.45,820.37,932.55,69309.51,2,2,2,16,1.948,163071.01,178216.74,20.58,directory_traversal
2026-05-14T03:17:11.787197,unknown_user,user,91.234.55.1,login_attempt,failed,login_page,5,819008.71,230,50,8260.42,316.21,226.91,3021.55,2,5,3,113,1.535,52481.36,96541.27,341.88,brute_force
2026-05-06T02:23:19.787197,scanner_99,unknown,103.24.21.10,data_transfer,success,database,4,4493114.13,5,30,188721.4,429.89,1252.45,190889.79,1,1,1,26,10.878,307014.91,856076.09,7.79,data_exfiltration
2026-05-22T20:17:30.787197,pentest_agent,unknown,182.21.4.9,sql_inject_attempt,failed,api/data,22,1507757.76,14,9,8804.54,1464.91,608.88,100146.05,4,2,1,14,1.871,205430.66,300127.56,15.25,sql_injection
2026-05-10T10:08:29.787197,scanner_99,unknown,182.21.4.9,flood_request,success,home,12,120816.06,513,9,46250.06,203.03,52.03,539.97,1,109,49,213,0.306,10586.37,19647.56,4320.62,dos_attack
2026-04-28T16:33:35.787197,scanner_99,unknown,91.234.55.1,sql_inject_attempt,failed,api/data,18,1600896.35,15,10,9860.78,1265.02,619.13,107475.51,4,2,1,16,1.802,183532.4,301501.62,15.62,sql_injection
2026-05-21T15:37:13.787197,scanner_99,unknown,103.24.21.10,api_call,failed,config,17,1816745.94,9,8,7507.89,1217.45,706.31,99077.4,4,2,1,11,1.572,219176.14,311422.31,9.36,command_injection
2026-05-02T14:33:15.787197,pentest_agent,unknown,103.24.21.10,xss_payload,failed,products,16,1220057.37,11,9,5334.1,1079.2,524.8,72916.91,3,2,1,12,1.574,182658.26,218570.01,16.39,xss
2026-05-02T15:44:14.787197,emma,guest,192.168.1.6,download_file,success,products,17,2599229.03,8,6,2333.85,466.19,429.66,259077.57,0,1,0,9,1.187,160520.49,542376.92,5.39,normal
2026-05-06T05:36:46.787197,bot_001,impersonator,103.24.21.10,directory_listing,success,admin_panel,7,904594.84,8,13,3840.21,807.18,952.86,65158.74,2,2,2,16,1.973,157778.78,196164.9,23.21,directory_traversal
2026-05-15T08:19:33.787197,emma,guest,192.168.1.6,api_call,success,home,10,2558035.01,8,6,2467.76,484.51,436.18,313941.61,0,1,0,8,1.451,177294.55,528548.85,5.47,normal
2026-04-29T10:02:04.787197,scanner_99,unknown,182.21.4.9,sql_inject_attempt,success,user_settings,11,1430193.34,15,11,10979.66,1461.07,610.96,103001.66,3,2,1,15,1.518,179028.6,281975.05,18.18,sql_injection
2026-05-12T21:19:11.787197,scanner_99,unknown,103.24.21.10,download_file,success,api/data,23,4989610.94,5,30,207655.55,401.64,1184.3,181576.85,1,2,0,19,12.028,303780.75,871364.15,7.01,data_exfiltration
2026-05-13T03:46:17.787197,scanner_99,unknown,103.24.21.10,password_reset,failed,login_page,5,798159.46,171,47,8484.54,280.05,188.05,3086.27,1,5,3,83,1.449,48532.23,99415.53,273.13,brute_force
2026-05-12T00:14:34.787197,pentest_agent,unknown,45.33.22.11,login,success,admin_panel,2,625920.6,169,49,8670.48,296.3,206.42,3130.84,1,5,3,91,1.236,52299.37,110925.99,348.29,brute_force
2026-05-01T21:42:08.787197,bot_001,impersonator,103.24.21.10,shell_exec,failed,api/data,23,1788232.77,10,8,8167.8,1337.02,651.97,84646.21,4,2,1,11,1.552,208284.41,318211.87,10.07,command_injection
2026-05-07T11:50:32.787197,alice,user,10.0.0.2,login,success,user_settings,13,2413212.63,8,6,2555.52,468.7,325.78,280875.26,0,1,0,8,1.18,162231.1,507831.61,5.8,normal
2026-05-09T23:20:28.787197,bot_001,impersonator,103.24.21.10,payload_delivery,success,config,1,3412472.47,8,28,93782.03,377.98,1432.7,178038.29,1,2,1,22,8.54,301951.69,640945.1,10.55,malware
2026-05-10T07:37:05.787197,pentest_agent,unknown,182.21.4.9,form_submit,failed,user_settings,9,1540347.28,12,12,10393.51,1382.04,666.57,104929.19,4,2,1,15,1.632,190447.32,297421.53,15.58,sql_injection
2026-05-27T19:05:09.787197,hacker_xyz,unknown,91.234.55.1,sudo_attempt,success,config,20,2954629.75,22,17,5212.52,620.69,773.11,130853.13,2,3,2,29,0.875,258972.12,381748.79,13.2,privilege_escalation
2026-05-01T11:35:56.787197,emma,guest,10.0.0.2,download_file,success,products,13,2061299.87,7,6,2429.35,467.28,396.73,255557.33,1,1,0,7,1.187,158222.94,501816.1,6.31,normal
2026-04-28T22:25:35.787197,unknown_user,user,103.24.21.10,file_execute,failed,config,0,4062677.51,7,24,104360.89,367.39,1507.17,174594.93,1,2,0,23,7.462,313633.17,599578.63,7.63,malware
2026-05-13T15:12:38.787197,david,user,192.168.1.6,login,success,products,17,2443322.01,8,7,2221.35,471.64,419.41,293437.59,1,1,0,8,1.304,140175.55,434023.1,6.14,normal
2026-05-11T03:50:50.787197,scanner_99,unknown,91.234.55.1,cmd_inject,failed,database,5,1938166.55,11,7,8352.13,1317.63,707.26,87270.52,4,2,1,9,1.579,198560.5,317947.66,9.29,command_injection
2026-04-29T13:36:12.787197,charlie,admin,10.0.0.2,login,success,home,15,2491083.39,8,6,2577.2,488.56,407.38,295009.75,1,1,0,7,1.149,148184.48,521272.1,5.62,normal
2026-05-25T13:49:42.787197,hacker_xyz,unknown,91.234.55.1,api_call,success,admin_panel,15,2074486.75,18,17,4542.48,466.89,501.83,130390.53,2,1,1,20,1.096,205521.74,355451.45,16.87,session_hijacking
2026-05-20T00:51:21.787197,bot_001,impersonator,182.21.4.9,admin_access,success,admin_panel,2,2829866.8,25,17,4774.89,677.66,836.16,119653.96,2,3,1,27,1.042,241962.28,369637.79,14.84,privilege_escalation
2026-05-01T02:39:14.787197,pentest_agent,unknown,103.24.21.10,form_submit,failed,api/data,4,1583190.61,12,11,9620.72,1446.71,599.08,115458.32,3,2,1,13,1.785,214601.31,296648.64,14.53,sql_injection
2026-05-20T19:56:25.787197,scanner_99,unknown,91.234.55.1,role_change,success,config,21,2788515.12,22,20,5061.94,694.97,877.79,103903.67,2,3,1,31,0.989,247122.02,343143.88,15.06,privilege_escalation
2026-05-23T14:53:39.787197,emma,guest,192.168.1.6,login,success,home,16,2272643.16,8,5,2980.77,496.31,427.96,260464.89,1,1,0,7,0.911,176073.88,552535.65,5.72,normal
2026-05-08T20:02:30.787197,scanner_99,unknown,182.21.4.9,api_call,failed,database,21,1571979.61,15,9,9983.4,1447.13,630.73,92419.23,4,2,1,16,1.956,185350.53,283710.7,15.27,sql_injection
2026-05-05T17:19:45.787197,bot_001,impersonator,103.24.21.10,sql_inject_attempt,success,api/data,19,1532851.45,15,11,9913.34,1393.95,594.96,96272.38,4,2,1,14,1.773,201800.61,310167.45,16.96,sql_injection
2026-05-25T08:38:59.787197,charlie,admin,10.0.0.3,login,success,products,10,2629297.12,8,5,2513.23,530.73,399.62,249536.39,1,1,0,8,1.282,142726.84,544416.43,4.94,normal
2026-05-19T21:34:51.787197,hacker_xyz,unknown,182.21.4.9,login,success,admin_panel,23,789006.23,215,48,9380.06,319.71,202.51,3366.45,1,4,3,91,1.41,54117.84,104396.77,333.33,brute_force
2026-05-01T20:22:59.787197,bot_001,impersonator,10.0.0.2,bulk_export,success,api/data,22,4951669.27,5,25,214456.61,362.44,1147.86,200239.32,1,1,1,24,10.638,286978.13,801504.62,6.06,data_exfiltration
2026-05-16T00:15:56.787197,unknown_user,user,103.24.21.10,failed_login,failed,login_page,2,929952.25,206,48,7181.62,320.17,198.02,2852.71,2,4,3,107,1.503,49468.29,87277.52,273.13,brute_force
2026-05-05T21:01:34.787197,unknown_user,user,45.33.22.11,file_execute,success,backup,22,3119920.22,8,24,85174.3,320.06,1437.91,200102.3,1,2,0,23,6.75,306541.91,521744.15,10.26,malware
2026-05-25T08:12:52.787197,emma,guest,10.0.0.2,download_file,success,products,10,2472869.1,7,6,2348.04,482.85,396.12,207512.06,0,1,0,7,1.152,141619.82,515414.39,5.26,normal
2026-04-28T12:22:17.787197,charlie,admin,10.0.0.2,api_call,success,home,14,2686215.26,8,6,2640.22,527.66,434.87,271194.22,1,1,0,8,1.241,154563.03,509549.93,5.21,normal
2026-05-19T07:16:43.787197,charlie,admin,10.0.0.2,api_call,success,home,9,2515941.55,8,6,2538.25,509.72,390.51,280443.21,1,1,0,9,1.366,136527.52,519603.86,5.56,normal
2026-05-19T21:16:07.787197,scanner_99,unknown,45.33.22.11,payload_delivery,failed,backup,23,3540931.33,9,23,104176.18,309.33,1362.48,189231.17,1,2,0,22,7.735,302491.5,532630.1,9.04,malware
2026-05-19T20:36:06.787197,hacker_xyz,unknown,45.33.22.11,download_file,success,backup,22,5190393.07,5,29,220847.69,385.5,1158.98,185300.52,1,2,0,24,11.757,337137.4,852457.26,6.55,data_exfiltration
2026-05-04T13:14:34.787197,pentest_agent,unknown,45.33.22.11,flood_request,429_rate_limited,products,15,106777.83,523,11,48915.09,208.08,48.5,471.1,1,103,55,184,0.311,8037.79,21398.16,5001.04,dos_attack
2026-05-17T15:31:02.787197,emma,guest,192.168.1.5,api_call,success,home,17,2249442.16,8,6,2631.82,458.18,395.87,295123.75,1,1,0,9,1.188,134689.78,474223.65,6.22,normal
2026-05-22T23:08:25.787197,hacker_xyz,unknown,103.24.21.10,escalate_privilege,failed,admin_panel,1,2726466.57,25,20,4501.33,625.87,849.52,125239.26,2,3,2,31,0.976,212082.85,354998.52,16.5,privilege_escalation
2026-05-18T07:24:10.787197,emma,guest,192.168.1.6,logout,success,home,9,2338737.85,8,6,2495.3,474.86,370.44,287843.09,0,1,0,8,1.226,166475.64,501658.92,5.99,normal
2026-05-04T21:37:31.787197,pentest_agent,unknown,91.234.55.1,escalate_privilege,success,config,23,3055597.2,23,21,4387.45,584.99,835.39,112547.8,2,3,2,30,1.055,231843.36,424037.14,14.4,privilege_escalation
2026-05-13T21:30:55.787197,charlie,admin,45.33.22.11,data_transfer,success,backup,23,5334152.81,5,34,190060.59,367.5,1182.73,202206.78,1,1,1,25,11.667,290609.93,820903.27,7.31,data_exfiltration
2026-04-29T23:14:34.787197,hacker_xyz,unknown,45.33.22.11,session_steal,success,api/data,1,1917592.66,13,15,4942.86,496.23,502.11,160921.01,1,1,1,19,1.1,187038.4,387097.83,14.6,session_hijacking
2026-05-18T15:03:36.787197,emma,guest,10.0.0.2,view_page,success,home,16,2682639.48,8,7,2747.94,471.09,434.04,309199.95,0,1,0,7,1.15,176032.91,551297.6,5.59,normal
2026-04-28T22:02:47.787197,charlie,admin,10.0.0.2,download_file,success,backup,23,5220525.01,4,30,204188.03,393.39,1110.35,216952.22,1,1,0,29,13.184,319873.17,810667.93,6.51,data_exfiltration
2026-05-20T14:45:02.787197,unknown_user,user,91.234.55.1,xss_payload,success,home,16,1120118.01,11,8,6634.11,1162.49,482.95,82735.47,3,2,1,11,1.28,213066.17,242594.35,16.96,xss
2026-05-02T03:34:19.787197,charlie,admin,45.33.22.11,admin_access,failed,user_settings,5,3165469.54,27,21,5534.32,619.0,860.55,95296.77,2,3,2,32,1.089,283888.56,394790.88,15.16,privilege_escalation
2026-05-13T03:05:04.787197,pentest_agent,unknown,103.24.21.10,download_file,success,config,4,4387545.11,5,34,219323.68,405.32,1142.08,205535.31,1,1,0,27,12.149,292067.91,792014.29,8.89,data_exfiltration
2026-05-26T09:42:04.787197,bob,user,192.168.1.6,api_call,success,home,11,2247105.31,9,5,2287.4,452.58,372.3,282717.33,1,1,0,7,1.183,167128.38,478267.19,6.23,normal
2026-05-11T02:48:31.787197,pentest_agent,unknown,91.234.55.1,form_submit,failed,api/data,4,1471252.44,17,9,9858.13,1461.57,564.29,89471.1,4,2,1,16,1.8,187177.94,280788.91,17.67,sql_injection
2026-05-13T20:49:30.787197,scanner_99,unknown,45.33.22.11,cmd_inject,failed,admin_panel,22,1911767.15,10,9,7672.99,1227.56,738.95,90796.65,4,2,1,10,1.627,189328.54,316321.94,9.94,command_injection
2026-05-23T06:14:44.787197,bot_001,impersonator,103.24.21.10,api_call,failed,config,8,1533195.47,6,21,12200.73,903.83,1170.08,91976.81,3,3,1,19,3.643,193678.95,298647.02,17.61,ssrf
2026-04-29T22:40:40.787197,unknown_user,user,182.21.4.9,password_reset,failed,login_page,0,830930.31,172,49,8504.14,307.06,214.61,2823.41,2,4,3,96,1.394,55365.58,102641.65,265.97,brute_force
2026-05-11T15:06:33.787197,scanner_99,unknown,45.33.22.11,sql_inject_attempt,failed,database,16,1304613.51,12,11,9495.61,1376.55,603.94,94113.71,4,2,1,14,1.682,208602.54,290844.64,17.63,sql_injection
2026-05-06T06:14:42.787197,hacker_xyz,unknown,45.33.22.11,script_injection,success,products,8,999095.32,13,8,5897.9,1101.09,485.13,82563.73,3,2,1,11,1.501,155587.36,226229.92,21.02,xss
2026-05-03T08:40:30.787197,hacker_xyz,unknown,45.33.22.11,api_call,success,api/data,10,86158.95,514,9,56751.53,202.13,51.23,494.91,0,87,48,176,0.315,9674.7,18577.42,6070.18,dos_attack
2026-05-06T19:38:32.787197,pentest_agent,unknown,91.234.55.1,api_call,failed,admin_panel,21,1954828.99,10,8,8843.63,1161.94,689.39,102084.65,3,2,1,9,1.623,170409.67,330821.09,9.21,command_injection
2026-05-20T14:53:32.787197,bot_001,impersonator,182.21.4.9,api_call,failed,database,16,2118886.97,16,14,3640.97,521.67,528.78,158050.28,1,1,0,20,1.158,195270.92,354201.41,14.16,session_hijacking
2026-05-05T20:56:53.787197,hacker_xyz,unknown,103.24.21.10,password_reset,success,admin_panel,22,767887.08,237,49,8263.25,313.92,197.71,2931.56,1,5,3,93,1.673,49735.72,106998.84,372.45,brute_force
2026-05-04T20:12:20.787197,scanner_99,unknown,10.0.0.2,download_file,success,database,22,5430119.73,6,31,192244.89,376.36,1210.76,200084.3,1,1,0,24,11.488,259572.54,797748.82,6.81,data_exfiltration
2026-05-27T13:13:22.787197,bob,user,192.168.1.6,view_page,success,about,15,2384784.6,7,7,2673.13,457.34,416.56,314417.3,1,1,0,8,1.23,131433.45,487503.33,5.87,normal
2026-05-07T16:05:11.787197,hacker_xyz,unknown,45.33.22.11,api_call,success,api/data,17,1203608.23,12,8,6054.42,1072.4,512.53,85517.07,3,2,1,12,1.655,185105.7,233223.83,16.62,xss
2026-05-20T14:40:08.787197,bot_001,impersonator,45.33.22.11,file_read,failed,admin_panel,16,886337.1,8,11,3721.39,869.5,1044.42,60131.76,2,2,2,14,1.954,147211.87,192878.35,21.44,directory_traversal
2026-05-14T23:36:09.787197,bot_001,impersonator,182.21.4.9,login,failed,api/data,1,669832.71,126,40,6881.5,275.86,179.59,2733.2,1,5,3,71,1.332,36123.75,83467.6,247.82,credential_stuffing
2026-05-24T13:58:59.787197,bob,user,10.0.0.3,download_file,success,user_settings,15,2363531.31,8,6,2047.06,531.95,421.85,268972.86,0,1,0,8,1.29,159019.06,440007.47,5.92,normal
2026-05-24T13:29:03.787197,alice,user,192.168.1.6,view_page,success,home,15,2312422.61,8,5,2962.1,449.97,432.31,280077.29,1,1,0,8,1.13,160831.12,552420.0,5.62,normal
2026-05-22T19:46:31.787197,bob,user,192.168.1.5,api_call,failed,user_settings,21,1799633.8,11,13,4721.52,463.63,523.0,160147.6,2,1,0,21,1.062,175804.56,326692.23,13.34,session_hijacking
2026-05-02T08:31:50.787197,david,user,10.0.0.3,view_page,success,products,10,2455169.39,8,5,2412.47,514.25,346.32,245132.56,0,1,0,9,1.09,160185.38,549843.35,5.29,normal
2026-05-25T11:45:56.787197,charlie,admin,10.0.0.3,download_file,success,products,13,2660040.43,8,5,2678.91,487.86,429.38,267785.75,0,1,0,8,1.184,137237.16,563252.88,4.89,normal
2026-05-17T01:04:04.787197,scanner_99,unknown,182.21.4.9,malware_upload,failed,backup,2,3755204.27,8,23,89257.78,362.14,1574.49,189709.75,1,2,0,25,7.987,257626.43,577011.78,8.26,malware
2026-05-13T20:22:37.787197,scanner_99,unknown,182.21.4.9,download_file,success,backup,22,5028906.4,5,27,156916.25,441.35,1222.77,208484.1,1,2,1,23,10.708,288238.39,801118.93,6.36,data_exfiltration
2026-05-25T15:20:13.787197,charlie,admin,192.168.1.6,download_file,success,user_settings,17,2263212.75,9,6,2857.67,506.62,359.38,262097.51,0,1,0,8,1.214,149445.69,428630.53,6.63,normal
2026-05-23T16:59:39.787197,bot_001,impersonator,182.21.4.9,service_detect,failed,home,18,198527.63,2,1,1508.39,95.01,54.62,11662.29,0,50,23,3,0.796,21063.21,46913.55,15.11,port_scan
2026-05-05T01:55:14.787197,hacker_xyz,unknown,10.0.0.2,api_call,failed,database,3,5117019.44,5,36,170699.58,396.09,1170.98,183327.34,1,2,1,27,12.737,320814.31,826598.65,8.01,data_exfiltration
2026-05-15T20:40:36.787197,pentest_agent,unknown,182.21.4.9,payload_delivery,success,config,22,3768331.32,8,24,99439.52,351.45,1373.23,188020.07,1,2,0,21,7.754,292465.29,471311.95,8.49,malware
2026-05-05T09:42:48.787197,david,user,10.0.0.2,download_file,success,user_settings,11,2542717.76,9,6,2621.06,454.69,397.96,299835.89,0,1,0,10,1.251,158562.82,494318.77,5.9,normal
2026-05-19T20:25:57.787197,bot_001,impersonator,103.24.21.10,api_call,failed,api/data,22,1576681.48,15,9,10524.59,1421.9,625.03,96141.67,3,2,1,15,1.683,209013.95,307507.52,15.22,sql_injection
2026-04-30T21:50:24.787197,scanner_99,unknown,91.234.55.1,service_detect,failed,config,23,237964.84,2,1,1634.8,110.81,69.36,9242.45,0,53,20,3,0.905,19271.28,53885.95,12.61,port_scan
2026-05-13T03:48:24.787197,charlie,admin,10.0.0.2,admin_access,failed,admin_panel,5,3184126.61,22,21,5146.13,628.3,795.86,127150.43,2,3,1,30,1.011,244795.19,450498.31,13.5,privilege_escalation
2026-05-06T21:02:39.787197,pentest_agent,unknown,45.33.22.11,escalate_privilege,success,config,22,3089526.55,24,19,5073.36,624.06,755.61,119468.6,2,3,2,28,1.02,246552.05,393981.25,13.92,privilege_escalation
2026-05-12T20:13:31.787197,scanner_99,unknown,182.21.4.9,bulk_export,success,api/data,22,5410419.05,5,30,190232.26,431.26,1154.14,215836.22,1,2,1,23,12.576,326500.36,777982.34,6.47,data_exfiltration
2026-05-26T16:59:40.787197,scanner_99,unknown,45.33.22.11,api_call,429_rate_limited,home,18,104734.32,474,8,47076.95,185.94,45.44,567.7,1,105,53,216,0.308,9472.85,21857.66,4602.12,dos_attack
2026-05-06T22:18:17.787197,pentest_agent,unknown,91.234.55.1,flood_request,429_rate_limited,api/data,0,110999.17,546,10,45075.11,216.78,52.66,467.44,1,106,44,186,0.333,9056.53,20745.82,5009.05,dos_attack
2026-05-25T22:30:28.787197,scanner_99,unknown,103.24.21.10,malware_upload,success,admin_panel,0,4159281.48,8,20,101446.68,367.77,1455.82,192855.08,1,2,0,17,8.398,320150.53,498760.2,6.73,malware
2026-05-17T15:21:58.787197,emma,guest,192.168.1.5,logout,success,about,17,2163069.72,8,5,2183.77,480.08,400.04,260662.07,1,1,0,10,1.157,131660.76,500805.21,6.01,normal
2026-05-22T15:00:06.787197,alice,user,192.168.1.5,api_call,success,products,16,2559430.99,9,6,2584.99,552.32,412.7,276296.28,1,1,0,8,1.225,139217.05,486978.33,5.86,normal
2026-05-11T07:07:10.787197,bot_001,impersonator,192.168.1.5,session_steal,success,user_settings,8,1751132.57,15,14,4214.98,484.57,509.05,171484.0,2,1,0,19,1.106,206906.89,367998.87,16.56,session_hijacking
2026-05-15T00:50:59.787197,pentest_agent,unknown,103.24.21.10,data_transfer,failed,api/data,2,5079686.83,5,32,217833.4,437.77,1224.73,196871.32,1,1,1,19,10.996,268444.23,789794.2,7.28,data_exfiltration
2026-05-04T09:43:56.787197,charlie,admin,10.0.0.2,logout,success,user_settings,11,2583503.68,8,7,2634.2,495.86,411.88,285570.16,1,1,0,7,1.26,144639.47,456928.64,5.81,normal
2026-05-20T02:29:03.787197,hacker_xyz,unknown,45.33.22.11,login,failed,login_page,4,950371.14,189,56,7315.37,319.08,196.62,2941.84,1,5,4,97,1.567,51645.59,97231.82,257.79,brute_force
2026-05-10T12:55:10.787197,bob,user,192.168.1.6,api_call,success,user_settings,14,2390790.82,9,7,2794.57,514.24,384.22,284754.26,1,1,0,7,1.198,121306.67,496804.57,6.69,normal
